bertopic_id,deepseek_safety_score,deepseek_safety_category,bertopic_name,bertopic_count,safety_score,safety_category,rationale,llm_score,llm_category,llm_confidence,keyword_score,keyword_category,keyword_matched,fusion_rule,api_ok,api_error,requested_model,response_model,response_id,request_temperature,request_max_tokens,started_at_utc,finished_at_utc,deepseek_candidate,kimi_candidate,binary_agree,score_difference,category_agree
63,0,not_safety,63_primitives_minimanipulations_actions_movements,29,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-sRtkSkMPglDGzmaCTY0AOhhu,1.0,2048,2026-07-31T06:52:49.342412+00:00,2026-07-31T06:52:54.266010+00:00,False,False,True,0,True
64,1,thermal_management,64_charging_wireless_wireless electromagnetic_electromagnetic,29,2,not_safety,"[llm_low] The abstracts describe automated charging infrastructure for humanoid robots; improved 'safety' refers to safe electrical connection and cable management, not protection of humans from robot hazards.",2.0,not_safety,0.75,1,thermal_management,"heat dissipation, cooling",low_max,True,,kimi-for-coding,kimi-for-coding,chatcmpl-0vGTYB6c3hXH6ecxkc6L5FGo,1.0,2048,2026-07-31T06:52:49.435989+00:00,2026-07-31T06:52:52.310129+00:00,False,True,False,1,False
65,4,safe_control,65_social_reasoning_instruction_remote,29,5,safe_control,"[llm_low] The abstract explicitly describes a remote control method for humanoid robots that identifies prohibited actions, constructs paradox verification scenarios, generates safe unlocking sequences, and uses interlocking verification to realize intelligent and safe remote control.",5.0,safe_control,0.95,0,not_safety,,low_max,True,,kimi-for-coding,kimi-for-coding,chatcmpl-KAo2KWv0jeJYnLCkUGxXYEsc,1.0,2048,2026-07-31T06:52:52.310129+00:00,2026-07-31T06:52:58.002357+00:00,True,True,True,1,True
66,0,not_safety,66_magnetic_powder_material_adhesive,29,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-Z4kiFqhuADsEUxYP8apBTJn3,1.0,2048,2026-07-31T06:52:54.266010+00:00,2026-07-31T06:53:06.941081+00:00,False,False,True,0,True
67,0,not_safety,67_dance_music_playing_piano,28,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-8Z49XlvMFT625dAOdf8EhHGo,1.0,2048,2026-07-31T06:52:58.002357+00:00,2026-07-31T06:53:03.168883+00:00,False,False,True,0,True
68,0,not_safety,68_animation_bone_skeleton_digital,27,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-FWCUlzCDlCPq9oNuHEC8a89E,1.0,2048,2026-07-31T06:52:58.626669+00:00,2026-07-31T06:53:02.541827+00:00,False,False,True,0,True
70,0,not_safety,70_elevator_main elevator_floor_secondary elevator,26,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-xP5LI7bIbgLZcrfsNh8JAspe,1.0,2048,2026-07-31T06:53:03.168883+00:00,2026-07-31T06:53:07.452020+00:00,False,False,True,0,True
71,1,force_control,71_moving_double mechanical_mechanical_double,26,1,not_safety,"[llm_low] Describes hydraulic mobile manipulator hardware and sensors for heavy workpiece operation, with no explicit human-protection or safety purpose.",1.0,not_safety,0.9,1,force_control,force sensor,low_max,True,,kimi-for-coding,kimi-for-coding,chatcmpl-TkkZGrgCSfVPgBOKU7OQ8Zhf,1.0,2048,2026-07-31T06:53:06.941081+00:00,2026-07-31T06:53:21.908420+00:00,False,False,True,0,False
72,0,not_safety,72_cleaning_mechanism_chassis_cleaning mechanism,26,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-dGugJBtHM6SHSOPUXuoKY7yp,1.0,2048,2026-07-31T06:53:07.452020+00:00,2026-07-31T06:53:16.136676+00:00,False,False,True,0,True
73,1,stability_balance,73_power_supply_power supply_battery,26,1,not_safety,"[llm_low] The abstract describes power supply and battery management for position detection and energy saving, not a humanoid robot safety mechanism that protects humans from hazards.",1.0,not_safety,0.95,1,stability_balance,stability,low_max,True,,kimi-for-coding,kimi-for-coding,chatcmpl-SoudUb5RkHg7CNBXG58Luq4c,1.0,2048,2026-07-31T06:53:16.137914+00:00,2026-07-31T06:53:23.689491+00:00,False,False,True,0,False
74,2,stability_balance,74_target_foot_state data_landing,25,1,not_safety,"[llm_low] Motion planning for legged robot locomotion emphasizes environmental adaptation and foot placement, without explicitly describing fall prevention or human-protection safety purpose.",1.0,not_safety,0.85,1,force_control,contact force,low_max,True,,kimi-for-coding,kimi-for-coding,chatcmpl-ZvIM71U7a2VG5472HoQhvjoW,1.0,2048,2026-07-31T06:53:21.615631+00:00,2026-07-31T06:53:56.706564+00:00,True,False,False,-1,False
75,0,not_safety,75_chair_group_handle_movable,25,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,,filtered,True,,kimi-for-coding,kimi-for-coding,chatcmpl-CJOzKfc22h9Nioeij9ifN77b,1.0,2048,2026-07-31T06:53:21.908420+00:00,2026-07-31T06:53:29.324806+00:00,False,False,True,0,True
76,4,force_control,76_elements_elements articulation_articulation_given,25,4,force_control,"[llm_override conf=0.90] Switch actuates an electrical contact when force at joint abutment exceeds a threshold, limiting excessive force in a humanoid robot.",4.0,force_control,0.9,0,not_safety,,llm_override,True,,kimi-for-coding,kimi-for-coding,chatcmpl-43AAbFetFG8GcpTvMXIygzlc,1.0,2048,2026-07-31T06:53:23.689491+00:00,2026-07-31T06:53:37.622547+00:00,True,True,True,0,True
